comparison,ref,query,variable,value
geneid_S_longest_isoform_from200_to500_VS_geneid_simple_longest_isoform_from200_to500,geneid_S_longest_isoform_from200_to500,geneid_simple_longest_isoform_from200_to500,exon_level_F1,91.7
CNAC_ref_longest_isoform_from200_to500_VS_geneid_R_longest_isoform_from200_to500,CNAC_ref_longest_isoform_from200_to500,geneid_R_longest_isoform_from200_to500,exon_level_F1,13.4
CNAC_ref_longest_isoform_from200_to500_VS_geneid_simple_longest_isoform_from200_to500,CNAC_ref_longest_isoform_from200_to500,geneid_simple_longest_isoform_from200_to500,exon_level_F1,13.3
CNAC_ref_longest_isoform_from200_to500_VS_geneid_RS_longest_isoform_from200_to500,CNAC_ref_longest_isoform_from200_to500,geneid_RS_longest_isoform_from200_to500,exon_level_F1,12.8
geneid_RS_longest_isoform_from200_to500_VS_geneid_simple_longest_isoform_from200_to500,geneid_RS_longest_isoform_from200_to500,geneid_simple_longest_isoform_from200_to500,exon_level_F1,90.8
geneid_RS_longest_isoform_from200_to500_VS_geneid_S_longest_isoform_from200_to500,geneid_RS_longest_isoform_from200_to500,geneid_S_longest_isoform_from200_to500,exon_level_F1,97.0
geneid_RS_longest_isoform_from200_to500_VS_CNAC_ref_longest_isoform_from200_to500,geneid_RS_longest_isoform_from200_to500,CNAC_ref_longest_isoform_from200_to500,exon_level_F1,12.8
geneid_R_longest_isoform_from200_to500_VS_geneid_S_longest_isoform_from200_to500,geneid_R_longest_isoform_from200_to500,geneid_S_longest_isoform_from200_to500,exon_level_F1,92.1
geneid_R_longest_isoform_from200_to500_VS_CNAC_ref_longest_isoform_from200_to500,geneid_R_longest_isoform_from200_to500,CNAC_ref_longest_isoform_from200_to500,exon_level_F1,13.4
geneid_R_longest_isoform_from200_to500_VS_geneid_simple_longest_isoform_from200_to500,geneid_R_longest_isoform_from200_to500,geneid_simple_longest_isoform_from200_to500,exon_level_F1,99.4
geneid_RS_longest_isoform_from200_to500_VS_geneid_R_longest_isoform_from200_to500,geneid_RS_longest_isoform_from200_to500,geneid_R_longest_isoform_from200_to500,exon_level_F1,91.3
geneid_R_longest_isoform_from200_to500_VS_geneid_RS_longest_isoform_from200_to500,geneid_R_longest_isoform_from200_to500,geneid_RS_longest_isoform_from200_to500,exon_level_F1,91.3
geneid_simple_longest_isoform_from200_to500_VS_CNAC_ref_longest_isoform_from200_to500,geneid_simple_longest_isoform_from200_to500,CNAC_ref_longest_isoform_from200_to500,exon_level_F1,13.3
geneid_simple_longest_isoform_from200_to500_VS_geneid_RS_longest_isoform_from200_to500,geneid_simple_longest_isoform_from200_to500,geneid_RS_longest_isoform_from200_to500,exon_level_F1,90.8
geneid_simple_longest_isoform_from200_to500_VS_geneid_S_longest_isoform_from200_to500,geneid_simple_longest_isoform_from200_to500,geneid_S_longest_isoform_from200_to500,exon_level_F1,91.7
geneid_simple_longest_isoform_from200_to500_VS_geneid_R_longest_isoform_from200_to500,geneid_simple_longest_isoform_from200_to500,geneid_R_longest_isoform_from200_to500,exon_level_F1,99.4
geneid_S_longest_isoform_from200_to500_VS_geneid_RS_longest_isoform_from200_to500,geneid_S_longest_isoform_from200_to500,geneid_RS_longest_isoform_from200_to500,intron_level_F1,93.3
geneid_S_longest_isoform_from200_to500_VS_CNAC_ref_longest_isoform_from200_to500,geneid_S_longest_isoform_from200_to500,CNAC_ref_longest_isoform_from200_to500,intron_level_F1,0.0
CNAC_ref_longest_isoform_from200_to500_VS_geneid_S_longest_isoform_from200_to500,CNAC_ref_longest_isoform_from200_to500,geneid_S_longest_isoform_from200_to500,intron_level_F1,0.0
geneid_S_longest_isoform_from200_to500_VS_geneid_R_longest_isoform_from200_to500,geneid_S_longest_isoform_from200_to500,geneid_R_longest_isoform_from200_to500,intron_level_F1,76.9
geneid_S_longest_isoform_from200_to500_VS_geneid_simple_longest_isoform_from200_to500,geneid_S_longest_isoform_from200_to500,geneid_simple_longest_isoform_from200_to500,intron_level_F1,76.9
CNAC_ref_longest_isoform_from200_to500_VS_geneid_R_longest_isoform_from200_to500,CNAC_ref_longest_isoform_from200_to500,geneid_R_longest_isoform_from200_to500,intron_level_F1,0.0
CNAC_ref_longest_isoform_from200_to500_VS_geneid_simple_longest_isoform_from200_to500,CNAC_ref_longest_isoform_from200_to500,geneid_simple_longest_isoform_from200_to500,intron_level_F1,0.0
CNAC_ref_longest_isoform_from200_to500_VS_geneid_RS_longest_isoform_from200_to500,CNAC_ref_longest_isoform_from200_to500,geneid_RS_longest_isoform_from200_to500,intron_level_F1,0.0
geneid_RS_longest_isoform_from200_to500_VS_geneid_simple_longest_isoform_from200_to500,geneid_RS_longest_isoform_from200_to500,geneid_simple_longest_isoform_from200_to500,intron_level_F1,71.4
geneid_RS_longest_isoform_from200_to500_VS_geneid_S_longest_isoform_from200_to500,geneid_RS_longest_isoform_from200_to500,geneid_S_longest_isoform_from200_to500,intron_level_F1,93.3
geneid_RS_longest_isoform_from200_to500_VS_CNAC_ref_longest_isoform_from200_to500,geneid_RS_longest_isoform_from200_to500,CNAC_ref_longest_isoform_from200_to500,intron_level_F1,0.0
geneid_R_longest_isoform_from200_to500_VS_geneid_S_longest_isoform_from200_to500,geneid_R_longest_isoform_from200_to500,geneid_S_longest_isoform_from200_to500,intron_level_F1,76.9
geneid_R_longest_isoform_from200_to500_VS_CNAC_ref_longest_isoform_from200_to500,geneid_R_longest_isoform_from200_to500,CNAC_ref_longest_isoform_from200_to500,intron_level_F1,0.0
geneid_R_longest_isoform_from200_to500_VS_geneid_simple_longest_isoform_from200_to500,geneid_R_longest_isoform_from200_to500,geneid_simple_longest_isoform_from200_to500,intron_level_F1,100.0
geneid_RS_longest_isoform_from200_to500_VS_geneid_R_longest_isoform_from200_to500,geneid_RS_longest_isoform_from200_to500,geneid_R_longest_isoform_from200_to500,intron_level_F1,71.4
geneid_R_longest_isoform_from200_to500_VS_geneid_RS_longest_isoform_from200_to500,geneid_R_longest_isoform_from200_to500,geneid_RS_longest_isoform_from200_to500,intron_level_F1,71.4
geneid_simple_longest_isoform_from200_to500_VS_CNAC_ref_longest_isoform_from200_to500,geneid_simple_longest_isoform_from200_to500,CNAC_ref_longest_isoform_from200_to500,intron_level_F1,0.0
geneid_simple_longest_isoform_from200_to500_VS_geneid_RS_longest_isoform_from200_to500,geneid_simple_longest_isoform_from200_to500,geneid_RS_longest_isoform_from200_to500,intron_level_F1,71.4
geneid_simple_longest_isoform_from200_to500_VS_geneid_S_longest_isoform_from200_to500,geneid_simple_longest_isoform_from200_to500,geneid_S_longest_isoform_from200_to500,intron_level_F1,76.9
geneid_simple_longest_isoform_from200_to500_VS_geneid_R_longest_isoform_from200_to500,geneid_simple_longest_isoform_from200_to500,geneid_R_longest_isoform_from200_to500,intron_level_F1,100.0
geneid_S_longest_isoform_from200_to500_VS_geneid_RS_longest_isoform_from200_to500,geneid_S_longest_isoform_from200_to500,geneid_RS_longest_isoform_from200_to500,intronChain_level_F1,92.3
geneid_S_longest_isoform_from200_to500_VS_CNAC_ref_longest_isoform_from200_to500,geneid_S_longest_isoform_from200_to500,CNAC_ref_longest_isoform_from200_to500,intronChain_level_F1,0.0
CNAC_ref_longest_isoform_from200_to500_VS_geneid_S_longest_isoform_from200_to500,CNAC_ref_longest_isoform_from200_to500,geneid_S_longest_isoform_from200_to500,intronChain_level_F1,0.0
geneid_S_longest_isoform_from200_to500_VS_geneid_R_longest_isoform_from200_to500,geneid_S_longest_isoform_from200_to500,geneid_R_longest_isoform_from200_to500,intronChain_level_F1,72.7
geneid_S_longest_isoform_from200_to500_VS_geneid_simple_longest_isoform_from200_to500,geneid_S_longest_isoform_from200_to500,geneid_simple_longest_isoform_from200_to500,intronChain_level_F1,72.7
CNAC_ref_longest_isoform_from200_to500_VS_geneid_R_longest_isoform_from200_to500,CNAC_ref_longest_isoform_from200_to500,geneid_R_longest_isoform_from200_to500,intronChain_level_F1,0.0
CNAC_ref_longest_isoform_from200_to500_VS_geneid_simple_longest_isoform_from200_to500,CNAC_ref_longest_isoform_from200_to500,geneid_simple_longest_isoform_from200_to500,intronChain_level_F1,0.0
CNAC_ref_longest_isoform_from200_to500_VS_geneid_RS_longest_isoform_from200_to500,CNAC_ref_longest_isoform_from200_to500,geneid_RS_longest_isoform_from200_to500,intronChain_level_F1,0.0
geneid_RS_longest_isoform_from200_to500_VS_geneid_simple_longest_isoform_from200_to500,geneid_RS_longest_isoform_from200_to500,geneid_simple_longest_isoform_from200_to500,intronChain_level_F1,66.6
geneid_RS_longest_isoform_from200_to500_VS_geneid_S_longest_isoform_from200_to500,geneid_RS_longest_isoform_from200_to500,geneid_S_longest_isoform_from200_to500,intronChain_level_F1,92.3
geneid_RS_longest_isoform_from200_to500_VS_CNAC_ref_longest_isoform_from200_to500,geneid_RS_longest_isoform_from200_to500,CNAC_ref_longest_isoform_from200_to500,intronChain_level_F1,0.0
geneid_R_longest_isoform_from200_to500_VS_geneid_S_longest_isoform_from200_to500,geneid_R_longest_isoform_from200_to500,geneid_S_longest_isoform_from200_to500,intronChain_level_F1,72.7
geneid_R_longest_isoform_from200_to500_VS_CNAC_ref_longest_isoform_from200_to500,geneid_R_longest_isoform_from200_to500,CNAC_ref_longest_isoform_from200_to500,intronChain_level_F1,0.0
geneid_R_longest_isoform_from200_to500_VS_geneid_simple_longest_isoform_from200_to500,geneid_R_longest_isoform_from200_to500,geneid_simple_longest_isoform_from200_to500,intronChain_level_F1,100.0
geneid_RS_longest_isoform_from200_to500_VS_geneid_R_longest_isoform_from200_to500,geneid_RS_longest_isoform_from200_to500,geneid_R_longest_isoform_from200_to500,intronChain_level_F1,66.6
geneid_R_longest_isoform_from200_to500_VS_geneid_RS_longest_isoform_from200_to500,geneid_R_longest_isoform_from200_to500,geneid_RS_longest_isoform_from200_to500,intronChain_level_F1,66.6
geneid_simple_longest_isoform_from200_to500_VS_CNAC_ref_longest_isoform_from200_to500,geneid_simple_longest_isoform_from200_to500,CNAC_ref_longest_isoform_from200_to500,intronChain_level_F1,0.0
geneid_simple_longest_isoform_from200_to500_VS_geneid_RS_longest_isoform_from200_to500,geneid_simple_longest_isoform_from200_to500,geneid_RS_longest_isoform_from200_to500,intronChain_level_F1,66.6
geneid_simple_longest_isoform_from200_to500_VS_geneid_S_longest_isoform_from200_to500,geneid_simple_longest_isoform_from200_to500,geneid_S_longest_isoform_from200_to500,intronChain_level_F1,72.7
geneid_simple_longest_isoform_from200_to500_VS_geneid_R_longest_isoform_from200_to500,geneid_simple_longest_isoform_from200_to500,geneid_R_longest_isoform_from200_to500,intronChain_level_F1,100.0
geneid_S_longest_isoform_from200_to500_VS_geneid_RS_longest_isoform_from200_to500,geneid_S_longest_isoform_from200_to500,geneid_RS_longest_isoform_from200_to500,transcript_level_F1,6.5
geneid_S_longest_isoform_from200_to500_VS_CNAC_ref_longest_isoform_from200_to500,geneid_S_longest_isoform_from200_to500,CNAC_ref_longest_isoform_from200_to500,transcript_level_F1,0.0
CNAC_ref_longest_isoform_from200_to500_VS_geneid_S_longest_isoform_from200_to500,CNAC_ref_longest_isoform_from200_to500,geneid_S_longest_isoform_from200_to500,transcript_level_F1,0.0
geneid_S_longest_isoform_from200_to500_VS_geneid_R_longest_isoform_from200_to500,geneid_S_longest_isoform_from200_to500,geneid_R_longest_isoform_from200_to500,transcript_level_F1,4.5
geneid_S_longest_isoform_from200_to500_VS_geneid_simple_longest_isoform_from200_to500,geneid_S_longest_isoform_from200_to500,geneid_simple_longest_isoform_from200_to500,transcript_level_F1,4.4
CNAC_ref_longest_isoform_from200_to500_VS_geneid_R_longest_isoform_from200_to500,CNAC_ref_longest_isoform_from200_to500,geneid_R_longest_isoform_from200_to500,transcript_level_F1,0.0
CNAC_ref_longest_isoform_from200_to500_VS_geneid_simple_longest_isoform_from200_to500,CNAC_ref_longest_isoform_from200_to500,geneid_simple_longest_isoform_from200_to500,transcript_level_F1,0.0
CNAC_ref_longest_isoform_from200_to500_VS_geneid_RS_longest_isoform_from200_to500,CNAC_ref_longest_isoform_from200_to500,geneid_RS_longest_isoform_from200_to500,transcript_level_F1,0.0
geneid_RS_longest_isoform_from200_to500_VS_geneid_simple_longest_isoform_from200_to500,geneid_RS_longest_isoform_from200_to500,geneid_simple_longest_isoform_from200_to500,transcript_level_F1,4.4
geneid_RS_longest_isoform_from200_to500_VS_geneid_S_longest_isoform_from200_to500,geneid_RS_longest_isoform_from200_to500,geneid_S_longest_isoform_from200_to500,transcript_level_F1,6.5
geneid_RS_longest_isoform_from200_to500_VS_CNAC_ref_longest_isoform_from200_to500,geneid_RS_longest_isoform_from200_to500,CNAC_ref_longest_isoform_from200_to500,transcript_level_F1,0.0
geneid_R_longest_isoform_from200_to500_VS_geneid_S_longest_isoform_from200_to500,geneid_R_longest_isoform_from200_to500,geneid_S_longest_isoform_from200_to500,transcript_level_F1,4.5
geneid_R_longest_isoform_from200_to500_VS_CNAC_ref_longest_isoform_from200_to500,geneid_R_longest_isoform_from200_to500,CNAC_ref_longest_isoform_from200_to500,transcript_level_F1,0.0
geneid_R_longest_isoform_from200_to500_VS_geneid_simple_longest_isoform_from200_to500,geneid_R_longest_isoform_from200_to500,geneid_simple_longest_isoform_from200_to500,transcript_level_F1,5.7
geneid_RS_longest_isoform_from200_to500_VS_geneid_R_longest_isoform_from200_to500,geneid_RS_longest_isoform_from200_to500,geneid_R_longest_isoform_from200_to500,transcript_level_F1,4.4
geneid_R_longest_isoform_from200_to500_VS_geneid_RS_longest_isoform_from200_to500,geneid_R_longest_isoform_from200_to500,geneid_RS_longest_isoform_from200_to500,transcript_level_F1,4.4
geneid_simple_longest_isoform_from200_to500_VS_CNAC_ref_longest_isoform_from200_to500,geneid_simple_longest_isoform_from200_to500,CNAC_ref_longest_isoform_from200_to500,transcript_level_F1,0.0
geneid_simple_longest_isoform_from200_to500_VS_geneid_RS_longest_isoform_from200_to500,geneid_simple_longest_isoform_from200_to500,geneid_RS_longest_isoform_from200_to500,transcript_level_F1,4.4
geneid_simple_longest_isoform_from200_to500_VS_geneid_S_longest_isoform_from200_to500,geneid_simple_longest_isoform_from200_to500,geneid_S_longest_isoform_from200_to500,transcript_level_F1,4.4
geneid_simple_longest_isoform_from200_to500_VS_geneid_R_longest_isoform_from200_to500,geneid_simple_longest_isoform_from200_to500,geneid_R_longest_isoform_from200_to500,transcript_level_F1,5.7
geneid_S_longest_isoform_from200_to500_VS_geneid_RS_longest_isoform_from200_to500,geneid_S_longest_isoform_from200_to500,geneid_RS_longest_isoform_from200_to500,locus_level_F1,6.5
geneid_S_longest_isoform_from200_to500_VS_CNAC_ref_longest_isoform_from200_to500,geneid_S_longest_isoform_from200_to500,CNAC_ref_longest_isoform_from200_to500,locus_level_F1,0.0
CNAC_ref_longest_isoform_from200_to500_VS_geneid_S_longest_isoform_from200_to500,CNAC_ref_longest_isoform_from200_to500,geneid_S_longest_isoform_from200_to500,locus_level_F1,0.0
geneid_S_longest_isoform_from200_to500_VS_geneid_R_longest_isoform_from200_to500,geneid_S_longest_isoform_from200_to500,geneid_R_longest_isoform_from200_to500,locus_level_F1,4.5
geneid_S_longest_isoform_from200_to500_VS_geneid_simple_longest_isoform_from200_to500,geneid_S_longest_isoform_from200_to500,geneid_simple_longest_isoform_from200_to500,locus_level_F1,4.4
CNAC_ref_longest_isoform_from200_to500_VS_geneid_R_longest_isoform_from200_to500,CNAC_ref_longest_isoform_from200_to500,geneid_R_longest_isoform_from200_to500,locus_level_F1,0.0
CNAC_ref_longest_isoform_from200_to500_VS_geneid_simple_longest_isoform_from200_to500,CNAC_ref_longest_isoform_from200_to500,geneid_simple_longest_isoform_from200_to500,locus_level_F1,0.0
CNAC_ref_longest_isoform_from200_to500_VS_geneid_RS_longest_isoform_from200_to500,CNAC_ref_longest_isoform_from200_to500,geneid_RS_longest_isoform_from200_to500,locus_level_F1,0.0
geneid_RS_longest_isoform_from200_to500_VS_geneid_simple_longest_isoform_from200_to500,geneid_RS_longest_isoform_from200_to500,geneid_simple_longest_isoform_from200_to500,locus_level_F1,4.4
geneid_RS_longest_isoform_from200_to500_VS_geneid_S_longest_isoform_from200_to500,geneid_RS_longest_isoform_from200_to500,geneid_S_longest_isoform_from200_to500,locus_level_F1,6.5
geneid_RS_longest_isoform_from200_to500_VS_CNAC_ref_longest_isoform_from200_to500,geneid_RS_longest_isoform_from200_to500,CNAC_ref_longest_isoform_from200_to500,locus_level_F1,0.0
geneid_R_longest_isoform_from200_to500_VS_geneid_S_longest_isoform_from200_to500,geneid_R_longest_isoform_from200_to500,geneid_S_longest_isoform_from200_to500,locus_level_F1,4.5
geneid_R_longest_isoform_from200_to500_VS_CNAC_ref_longest_isoform_from200_to500,geneid_R_longest_isoform_from200_to500,CNAC_ref_longest_isoform_from200_to500,locus_level_F1,0.0
geneid_R_longest_isoform_from200_to500_VS_geneid_simple_longest_isoform_from200_to500,geneid_R_longest_isoform_from200_to500,geneid_simple_longest_isoform_from200_to500,locus_level_F1,5.7
geneid_RS_longest_isoform_from200_to500_VS_geneid_R_longest_isoform_from200_to500,geneid_RS_longest_isoform_from200_to500,geneid_R_longest_isoform_from200_to500,locus_level_F1,4.4
geneid_R_longest_isoform_from200_to500_VS_geneid_RS_longest_isoform_from200_to500,geneid_R_longest_isoform_from200_to500,geneid_RS_longest_isoform_from200_to500,locus_level_F1,4.4
geneid_simple_longest_isoform_from200_to500_VS_CNAC_ref_longest_isoform_from200_to500,geneid_simple_longest_isoform_from200_to500,CNAC_ref_longest_isoform_from200_to500,locus_level_F1,0.0
geneid_simple_longest_isoform_from200_to500_VS_geneid_RS_longest_isoform_from200_to500,geneid_simple_longest_isoform_from200_to500,geneid_RS_longest_isoform_from200_to500,locus_level_F1,4.4
geneid_simple_longest_isoform_from200_to500_VS_geneid_S_longest_isoform_from200_to500,geneid_simple_longest_isoform_from200_to500,geneid_S_longest_isoform_from200_to500,locus_level_F1,4.4
geneid_simple_longest_isoform_from200_to500_VS_geneid_R_longest_isoform_from200_to500,geneid_simple_longest_isoform_from200_to500,geneid_R_longest_isoform_from200_to500,locus_level_F1,5.7
